shipment_id,expected_eta_hours,actual_hours,sla_utilization,breach_probability,risk_level
SHIP-2026-08594,119,990.27,8.322,0.891,CRITICAL
SHIP-2026-08595,42,1041.2,24.79,0.986,CRITICAL
SHIP-2026-08596,32,620.07,19.377,0.848,CRITICAL
SHIP-2026-08597,70,1268.72,18.125,0.879,CRITICAL
SHIP-2026-08598,106,19.67,0.186,0.058,LOW
SHIP-2026-08599,32,1247.88,38.996,0.808,CRITICAL
SHIP-2026-08600,61,318.3,5.218,0.917,CRITICAL
SHIP-2026-08601,105,350.03,3.334,0.821,CRITICAL
SHIP-2026-08602,62,1322.22,21.326,0.922,CRITICAL
SHIP-2026-08603,73,481.23,6.592,0.881,CRITICAL
SHIP-2026-08604,67,1247.7,18.622,0.881,CRITICAL
SHIP-2026-08605,61,629.37,10.318,0.803,CRITICAL
SHIP-2026-08606,40,1200.17,30.004,0.818,CRITICAL
SHIP-2026-08607,34,212.55,6.251,0.732,HIGH
SHIP-2026-08608,92,506.9,5.51,0.982,CRITICAL
SHIP-2026-08609,39,882.43,22.626,0.731,HIGH
SHIP-2026-08610,52,933.55,17.953,0.845,CRITICAL
SHIP-2026-08611,80,341.95,4.274,0.877,CRITICAL
SHIP-2026-08612,79,150.57,1.906,0.99,CRITICAL
SHIP-2026-08613,52,1153.93,22.191,0.99,CRITICAL
SHIP-2026-08614,120,288.8,2.407,0.978,CRITICAL
SHIP-2026-08615,40,29.02,0.726,0.485,MEDIUM
SHIP-2026-08616,63,491.42,7.8,0.882,CRITICAL
SHIP-2026-08617,79,356.83,4.517,0.862,CRITICAL
SHIP-2026-08618,72,751.0,10.431,0.742,HIGH
SHIP-2026-08619,55,360.03,6.546,0.873,CRITICAL
SHIP-2026-08620,42,484.48,11.535,0.805,CRITICAL
SHIP-2026-08621,38,354.1,9.318,0.806,CRITICAL
SHIP-2026-08622,39,945.07,24.233,0.929,CRITICAL
SHIP-2026-08623,117,904.58,7.731,0.978,CRITICAL
SHIP-2026-08624,111,1118.1,10.073,0.817,CRITICAL
SHIP-2026-08625,31,645.23,20.814,0.801,CRITICAL
SHIP-2026-08626,63,1153.05,18.302,0.9,CRITICAL
SHIP-2026-08627,31,1331.37,42.947,0.926,CRITICAL
SHIP-2026-08628,58,1419.55,24.475,0.885,CRITICAL
SHIP-2026-08629,53,1207.7,22.787,0.766,CRITICAL
SHIP-2026-08630,92,881.73,9.584,0.99,CRITICAL
SHIP-2026-08631,55,1054.4,19.171,0.848,CRITICAL
SHIP-2026-08632,70,515.43,7.363,0.812,CRITICAL
SHIP-2026-08633,65,1019.9,15.691,0.842,CRITICAL
SHIP-2026-08634,37,697.93,18.863,0.753,CRITICAL
SHIP-2026-08635,72,346.23,4.809,0.938,CRITICAL
SHIP-2026-08636,95,671.73,7.071,0.985,CRITICAL
SHIP-2026-08637,45,236.53,5.256,0.922,CRITICAL
SHIP-2026-08638,47,657.53,13.99,0.908,CRITICAL
SHIP-2026-08639,31,883.85,28.511,0.839,CRITICAL
SHIP-2026-08640,24,836.63,34.86,0.842,CRITICAL
SHIP-2026-08641,90,272.75,3.031,0.934,CRITICAL
SHIP-2026-08642,59,1217.18,20.63,0.931,CRITICAL
SHIP-2026-08643,50,853.45,17.069,0.83,CRITICAL
SHIP-2026-08644,49,671.48,13.704,0.824,CRITICAL
SHIP-2026-08645,24,855.87,35.661,0.878,CRITICAL
SHIP-2026-08646,49,1192.65,24.34,0.857,CRITICAL
SHIP-2026-08647,80,1429.2,17.865,0.833,CRITICAL
SHIP-2026-08648,110,1093.82,9.944,0.885,CRITICAL
SHIP-2026-08649,81,626.35,7.733,0.727,HIGH
SHIP-2026-08650,119,1068.13,8.976,0.792,CRITICAL
SHIP-2026-08651,55,476.62,8.666,0.86,CRITICAL
SHIP-2026-08652,110,991.97,9.018,0.884,CRITICAL
SHIP-2026-08653,62,453.72,7.318,0.851,CRITICAL
SHIP-2026-08654,79,1186.78,15.023,0.83,CRITICAL
SHIP-2026-08655,30,820.37,27.346,0.756,CRITICAL
SHIP-2026-08656,49,97.2,1.984,0.82,CRITICAL
SHIP-2026-08657,41,1097.2,26.761,0.89,CRITICAL
SHIP-2026-08658,44,85.0,1.932,0.816,CRITICAL
SHIP-2026-08659,87,609.15,7.002,0.917,CRITICAL
SHIP-2026-08660,120,1180.32,9.836,0.935,CRITICAL
SHIP-2026-08661,78,1174.78,15.061,0.99,CRITICAL
SHIP-2026-08662,60,442.92,7.382,0.874,CRITICAL
SHIP-2026-08663,28,1299.5,46.411,0.79,CRITICAL
SHIP-2026-08664,84,1177.68,14.02,0.969,CRITICAL
SHIP-2026-08665,34,139.87,4.114,0.742,HIGH
SHIP-2026-08666,62,1109.37,17.893,0.901,CRITICAL
SHIP-2026-08667,84,665.57,7.923,0.776,CRITICAL
SHIP-2026-08668,39,1162.4,29.805,0.89,CRITICAL
SHIP-2026-08669,54,596.7,11.05,0.949,CRITICAL
SHIP-2026-08670,83,1226.87,14.782,0.814,CRITICAL
SHIP-2026-08671,84,291.23,3.467,0.902,CRITICAL
SHIP-2026-08672,73,1113.33,15.251,0.749,HIGH
SHIP-2026-08673,46,934.08,20.306,0.93,CRITICAL
SHIP-2026-08674,80,602.53,7.532,0.831,CRITICAL
SHIP-2026-08675,48,1189.27,24.776,0.944,CRITICAL
SHIP-2026-08676,112,685.88,6.124,0.824,CRITICAL
SHIP-2026-08677,107,25.37,0.237,0.102,LOW
SHIP-2026-08678,47,65.53,1.394,0.723,HIGH
SHIP-2026-08679,75,434.25,5.79,0.833,CRITICAL
SHIP-2026-08680,43,1197.37,27.846,0.934,CRITICAL
SHIP-2026-08681,60,1308.8,21.813,0.99,CRITICAL
SHIP-2026-08682,24,1393.0,58.042,0.752,CRITICAL
SHIP-2026-08683,40,1212.12,30.303,0.842,CRITICAL
SHIP-2026-08684,35,913.5,26.1,0.934,CRITICAL
SHIP-2026-08685,44,917.05,20.842,0.741,HIGH
SHIP-2026-08686,75,851.93,11.359,0.924,CRITICAL
SHIP-2026-08687,79,1020.97,12.924,0.743,HIGH
SHIP-2026-08688,67,55.95,0.835,0.369,MEDIUM
SHIP-2026-08689,65,271.38,4.175,0.826,CRITICAL
SHIP-2026-08690,69,523.13,7.582,0.986,CRITICAL
SHIP-2026-08691,23,643.42,27.975,0.836,CRITICAL
SHIP-2026-08692,58,1463.82,25.238,0.893,CRITICAL
SHIP-2026-08693,31,788.27,25.428,0.805,CRITICAL
SHIP-2026-08694,71,622.45,8.767,0.8,CRITICAL
SHIP-2026-08695,37,472.82,12.779,0.878,CRITICAL
SHIP-2026-08696,67,671.07,10.016,0.915,CRITICAL
SHIP-2026-08697,119,328.07,2.757,0.942,CRITICAL
SHIP-2026-08698,40,131.9,3.298,0.915,CRITICAL
SHIP-2026-08699,50,573.2,11.464,0.847,CRITICAL
SHIP-2026-08700,69,602.28,8.729,0.726,HIGH
SHIP-2026-08701,73,576.1,7.892,0.823,CRITICAL
SHIP-2026-08702,51,1050.53,20.599,0.808,CRITICAL
SHIP-2026-08703,53,405.77,7.656,0.841,CRITICAL
SHIP-2026-08704,73,1174.18,16.085,0.929,CRITICAL
SHIP-2026-08705,65,943.97,14.523,0.929,CRITICAL
SHIP-2026-08706,23,417.93,18.171,0.93,CRITICAL
SHIP-2026-08707,38,498.37,13.115,0.99,CRITICAL
SHIP-2026-08708,92,910.23,9.894,0.764,CRITICAL
SHIP-2026-08709,100,233.4,2.334,0.82,CRITICAL
SHIP-2026-08710,27,346.63,12.838,0.729,HIGH
SHIP-2026-08711,54,434.83,8.052,0.829,CRITICAL
SHIP-2026-08712,68,1354.65,19.921,0.873,CRITICAL
SHIP-2026-08713,22,919.63,41.801,0.788,CRITICAL
SHIP-2026-08714,61,52.7,0.864,0.619,HIGH
SHIP-2026-08715,47,1282.22,27.281,0.748,HIGH
SHIP-2026-08716,44,240.5,5.466,0.855,CRITICAL
SHIP-2026-08717,53,583.95,11.018,0.917,CRITICAL
SHIP-2026-08718,77,705.75,9.166,0.75,CRITICAL
SHIP-2026-08719,120,834.9,6.957,0.893,CRITICAL
SHIP-2026-08720,60,864.05,14.401,0.729,HIGH
SHIP-2026-08721,33,1334.2,40.43,0.902,CRITICAL
SHIP-2026-08722,49,1159.98,23.673,0.735,HIGH
SHIP-2026-08723,56,1176.85,21.015,0.759,CRITICAL
SHIP-2026-08724,30,1417.65,47.255,0.737,HIGH
SHIP-2026-08725,82,778.07,9.489,0.724,HIGH
SHIP-2026-08726,42,401.95,9.57,0.881,CRITICAL
SHIP-2026-08727,42,1212.98,28.88,0.927,CRITICAL
SHIP-2026-08728,69,687.63,9.966,0.828,CRITICAL
SHIP-2026-08729,25,982.03,39.281,0.83,CRITICAL
SHIP-2026-08730,43,1263.35,29.38,0.859,CRITICAL
SHIP-2026-08731,38,1314.83,34.601,0.894,CRITICAL
SHIP-2026-08732,62,38.77,0.625,0.394,MEDIUM
SHIP-2026-08733,57,763.4,13.393,0.982,CRITICAL
SHIP-2026-08734,29,263.9,9.1,0.899,CRITICAL
SHIP-2026-08735,25,1200.12,48.005,0.863,CRITICAL
SHIP-2026-08736,67,619.43,9.245,0.904,CRITICAL
SHIP-2026-08737,32,927.55,28.986,0.826,CRITICAL
SHIP-2026-08738,90,378.25,4.203,0.729,HIGH
SHIP-2026-08739,28,498.28,17.796,0.99,CRITICAL
SHIP-2026-08740,68,1143.65,16.818,0.948,CRITICAL
SHIP-2026-08741,69,529.88,7.679,0.985,CRITICAL
SHIP-2026-08742,87,1237.82,14.228,0.849,CRITICAL
SHIP-2026-08743,74,509.58,6.886,0.809,CRITICAL
SHIP-2026-08744,35,1324.88,37.854,0.906,CRITICAL
SHIP-2026-08745,95,844.12,8.885,0.99,CRITICAL
SHIP-2026-08746,52,562.07,10.809,0.905,CRITICAL
SHIP-2026-08747,56,1221.43,21.811,0.864,CRITICAL
SHIP-2026-08748,46,321.35,6.986,0.819,CRITICAL
SHIP-2026-08749,77,1376.15,17.872,0.925,CRITICAL
SHIP-2026-08750,33,1266.83,38.389,0.909,CRITICAL
SHIP-2026-08751,55,1314.05,23.892,0.817,CRITICAL
SHIP-2026-08752,58,92.65,1.597,0.925,CRITICAL
SHIP-2026-08753,49,1336.92,27.284,0.841,CRITICAL
SHIP-2026-08754,71,13.08,0.184,0.062,LOW
SHIP-2026-08755,70,565.95,8.085,0.805,CRITICAL
SHIP-2026-08756,41,299.65,7.309,0.863,CRITICAL
SHIP-2026-08757,38,685.33,18.035,0.99,CRITICAL
SHIP-2026-08758,60,953.62,15.894,0.848,CRITICAL
SHIP-2026-08759,54,1438.53,26.639,0.833,CRITICAL
SHIP-2026-08760,37,6.82,0.184,0.129,LOW
SHIP-2026-08761,116,466.18,4.019,0.957,CRITICAL
SHIP-2026-08762,105,961.27,9.155,0.846,CRITICAL
SHIP-2026-08763,80,288.93,3.612,0.949,CRITICAL
SHIP-2026-08764,36,912.25,25.34,0.904,CRITICAL
SHIP-2026-08765,30,1423.1,47.437,0.818,CRITICAL
SHIP-2026-08766,45,239.8,5.329,0.857,CRITICAL
SHIP-2026-08767,25,757.72,30.309,0.741,HIGH
SHIP-2026-08768,102,336.83,3.302,0.895,CRITICAL
SHIP-2026-08769,21,1221.22,58.153,0.812,CRITICAL
SHIP-2026-08770,21,1041.0,49.571,0.864,CRITICAL
SHIP-2026-08771,96,525.42,5.473,0.99,CRITICAL
SHIP-2026-08772,74,256.93,3.472,0.814,CRITICAL
SHIP-2026-08773,105,1056.08,10.058,0.843,CRITICAL
SHIP-2026-08774,60,714.35,11.906,0.866,CRITICAL
SHIP-2026-08775,40,218.75,5.469,0.852,CRITICAL
SHIP-2026-08776,32,540.38,16.887,0.751,CRITICAL
SHIP-2026-08777,79,1457.07,18.444,0.878,CRITICAL
SHIP-2026-08778,61,957.38,15.695,0.826,CRITICAL
SHIP-2026-08779,103,485.4,4.713,0.95,CRITICAL
SHIP-2026-08780,59,145.27,2.462,0.734,HIGH
SHIP-2026-08781,66,541.27,8.201,0.849,CRITICAL
SHIP-2026-08782,32,797.45,24.92,0.909,CRITICAL
SHIP-2026-08783,74,607.2,8.205,0.882,CRITICAL
SHIP-2026-08784,110,333.63,3.033,0.813,CRITICAL
SHIP-2026-08785,119,695.45,5.844,0.941,CRITICAL
SHIP-2026-08786,67,1409.8,21.042,0.925,CRITICAL
SHIP-2026-08787,52,850.53,16.356,0.727,HIGH
SHIP-2026-08788,87,744.2,8.554,0.845,CRITICAL
SHIP-2026-08789,57,463.42,8.13,0.847,CRITICAL
SHIP-2026-08790,115,183.77,1.598,0.732,HIGH
SHIP-2026-08791,81,256.27,3.164,0.77,CRITICAL
SHIP-2026-08792,81,111.73,1.379,0.731,HIGH
SHIP-2026-08793,76,261.65,3.443,0.899,CRITICAL
SHIP-2026-08794,49,52.53,1.072,0.848,CRITICAL
SHIP-2026-08795,43,33.75,0.785,0.39,MEDIUM
SHIP-2026-08796,23,769.38,33.451,0.901,CRITICAL
SHIP-2026-08797,66,751.6,11.388,0.878,CRITICAL
SHIP-2026-08798,114,181.13,1.589,0.834,CRITICAL
SHIP-2026-08799,62,186.42,3.007,0.737,HIGH
SHIP-2026-08800,72,1273.42,17.686,0.948,CRITICAL
SHIP-2026-08801,38,442.05,11.633,0.945,CRITICAL
SHIP-2026-08802,67,781.58,11.665,0.99,CRITICAL
SHIP-2026-08803,29,757.43,26.118,0.822,CRITICAL
SHIP-2026-08804,25,1280.08,51.203,0.949,CRITICAL
SHIP-2026-08805,53,228.57,4.313,0.821,CRITICAL
SHIP-2026-08806,23,466.55,20.285,0.939,CRITICAL
SHIP-2026-08807,52,443.68,8.532,0.805,CRITICAL
SHIP-2026-08808,53,273.18,5.154,0.736,HIGH
SHIP-2026-08809,40,203.08,5.077,0.749,HIGH
SHIP-2026-08810,57,184.18,3.231,0.73,HIGH
SHIP-2026-08811,22,229.12,10.415,0.859,CRITICAL
SHIP-2026-08812,54,1199.4,22.211,0.881,CRITICAL
SHIP-2026-08813,59,37.1,0.629,0.377,MEDIUM
SHIP-2026-08814,21,1420.65,67.65,0.892,CRITICAL
SHIP-2026-08815,42,356.88,8.497,0.889,CRITICAL
SHIP-2026-08816,66,1241.22,18.806,0.781,CRITICAL
SHIP-2026-08817,62,890.42,14.362,0.893,CRITICAL
SHIP-2026-08818,92,651.2,7.078,0.893,CRITICAL
SHIP-2026-08819,67,1395.9,20.834,0.744,HIGH
SHIP-2026-08820,101,611.55,6.055,0.916,CRITICAL
SHIP-2026-08821,32,685.58,21.424,0.802,CRITICAL
SHIP-2026-08822,36,1142.48,31.736,0.895,CRITICAL
SHIP-2026-08823,40,758.78,18.97,0.92,CRITICAL
SHIP-2026-08824,25,88.52,3.541,0.864,CRITICAL
SHIP-2026-08825,78,784.35,10.056,0.86,CRITICAL
SHIP-2026-08826,111,585.95,5.279,0.951,CRITICAL
SHIP-2026-08827,37,1197.88,32.375,0.82,CRITICAL
SHIP-2026-08828,53,988.12,18.644,0.853,CRITICAL
SHIP-2026-08829,21,377.1,17.957,0.85,CRITICAL
SHIP-2026-08830,75,1410.97,18.813,0.85,CRITICAL
SHIP-2026-08831,88,1423.97,16.181,0.892,CRITICAL
SHIP-2026-08832,32,935.65,29.239,0.796,CRITICAL
SHIP-2026-08833,25,966.43,38.657,0.781,CRITICAL
SHIP-2026-08834,89,1090.18,12.249,0.939,CRITICAL
SHIP-2026-08835,48,274.57,5.72,0.745,HIGH
SHIP-2026-08836,95,1225.53,12.9,0.787,CRITICAL
SHIP-2026-08837,79,1376.43,17.423,0.763,CRITICAL
SHIP-2026-08838,70,1213.55,17.336,0.752,CRITICAL
SHIP-2026-08839,54,871.25,16.134,0.787,CRITICAL
SHIP-2026-08840,30,817.0,27.233,0.754,CRITICAL
SHIP-2026-08841,65,558.07,8.586,0.897,CRITICAL
SHIP-2026-08842,59,1053.67,17.859,0.99,CRITICAL
SHIP-2026-08843,33,1372.57,41.593,0.949,CRITICAL
SHIP-2026-08844,81,706.18,8.718,0.798,CRITICAL
SHIP-2026-08845,110,355.07,3.228,0.902,CRITICAL
SHIP-2026-08846,87,364.5,4.19,0.816,CRITICAL
SHIP-2026-08847,41,795.83,19.41,0.99,CRITICAL
SHIP-2026-08848,16,1234.5,77.156,0.773,CRITICAL
SHIP-2026-08849,42,668.05,15.906,0.756,CRITICAL
SHIP-2026-08850,96,413.03,4.302,0.983,CRITICAL
SHIP-2026-08851,86,1095.58,12.739,0.859,CRITICAL
SHIP-2026-08852,56,159.48,2.848,0.736,HIGH
SHIP-2026-08853,46,99.25,2.158,0.754,CRITICAL
SHIP-2026-08854,44,1097.12,24.935,0.99,CRITICAL
SHIP-2026-08855,54,159.23,2.949,0.729,HIGH
SHIP-2026-08856,49,314.15,6.411,0.738,HIGH
SHIP-2026-08857,58,9.25,0.159,0.062,LOW
SHIP-2026-08858,29,806.75,27.819,0.809,CRITICAL
SHIP-2026-08859,42,59.85,1.425,0.848,CRITICAL
SHIP-2026-08860,75,271.6,3.621,0.96,CRITICAL
SHIP-2026-08861,115,1251.43,10.882,0.931,CRITICAL
SHIP-2026-08862,83,1186.32,14.293,0.919,CRITICAL
SHIP-2026-08863,41,1252.7,30.554,0.889,CRITICAL
SHIP-2026-08864,60,1359.32,22.655,0.882,CRITICAL
SHIP-2026-08865,43,851.37,19.799,0.895,CRITICAL
SHIP-2026-08866,68,1363.48,20.051,0.97,CRITICAL
SHIP-2026-08867,54,712.43,13.193,0.869,CRITICAL
SHIP-2026-08868,60,873.78,14.563,0.896,CRITICAL
SHIP-2026-08869,80,193.22,2.415,0.99,CRITICAL
SHIP-2026-08870,50,1280.98,25.62,0.804,CRITICAL
SHIP-2026-08871,55,328.45,5.972,0.8,CRITICAL
SHIP-2026-08872,89,1077.73,12.109,0.916,CRITICAL
SHIP-2026-08873,50,1400.1,28.002,0.81,CRITICAL
SHIP-2026-08874,41,984.98,24.024,0.726,HIGH
SHIP-2026-08875,28,31.65,1.13,0.848,CRITICAL
SHIP-2026-08876,100,809.02,8.09,0.853,CRITICAL
SHIP-2026-08877,32,1000.15,31.255,0.773,CRITICAL
SHIP-2026-08878,64,224.98,3.515,0.941,CRITICAL
SHIP-2026-08879,82,1113.7,13.582,0.742,HIGH
SHIP-2026-08880,78,592.87,7.601,0.821,CRITICAL
SHIP-2026-08881,35,341.63,9.761,0.972,CRITICAL
SHIP-2026-08882,67,323.75,4.832,0.766,CRITICAL
SHIP-2026-08883,82,263.28,3.211,0.926,CRITICAL
SHIP-2026-08884,68,1373.47,20.198,0.738,HIGH
SHIP-2026-08885,67,1060.72,15.832,0.907,CRITICAL
SHIP-2026-08886,47,1019.87,21.699,0.73,HIGH
SHIP-2026-08887,19,554.52,29.185,0.885,CRITICAL
SHIP-2026-08888,58,198.67,3.425,0.927,CRITICAL
SHIP-2026-08889,16,402.2,25.137,0.819,CRITICAL
SHIP-2026-08890,47,384.25,8.176,0.904,CRITICAL
SHIP-2026-08891,71,417.38,5.879,0.941,CRITICAL
SHIP-2026-08892,55,841.98,15.309,0.818,CRITICAL
SHIP-2026-08893,82,1281.32,15.626,0.771,CRITICAL
SHIP-2026-08894,75,1026.15,13.682,0.766,CRITICAL
SHIP-2026-08895,82,885.13,10.794,0.886,CRITICAL
SHIP-2026-08896,68,729.88,10.734,0.831,CRITICAL
SHIP-2026-08897,89,909.28,10.217,0.754,CRITICAL
SHIP-2026-08898,45,664.95,14.777,0.865,CRITICAL
SHIP-2026-08899,30,1387.4,46.247,0.917,CRITICAL
SHIP-2026-08900,17,1293.55,76.091,0.869,CRITICAL
SHIP-2026-08901,40,1281.53,32.038,0.864,CRITICAL
SHIP-2026-08902,75,213.2,2.843,0.778,CRITICAL
SHIP-2026-08903,108,897.58,8.311,0.986,CRITICAL
SHIP-2026-08904,45,1139.32,25.318,0.849,CRITICAL
SHIP-2026-08905,45,375.72,8.349,0.985,CRITICAL
SHIP-2026-08906,40,1245.23,31.131,0.99,CRITICAL
SHIP-2026-08907,79,736.77,9.326,0.99,CRITICAL
SHIP-2026-08908,54,934.1,17.298,0.913,CRITICAL
SHIP-2026-08909,25,268.18,10.727,0.848,CRITICAL
SHIP-2026-08910,101,436.42,4.321,0.898,CRITICAL
SHIP-2026-08911,116,200.15,1.725,0.815,CRITICAL
SHIP-2026-08912,35,1186.42,33.898,0.879,CRITICAL
SHIP-2026-08913,17,28.75,1.691,0.796,CRITICAL
SHIP-2026-08914,36,128.42,3.567,0.99,CRITICAL
SHIP-2026-08915,111,1142.03,10.289,0.99,CRITICAL
SHIP-2026-08916,70,1398.12,19.973,0.838,CRITICAL
SHIP-2026-08917,23,137.55,5.98,0.746,HIGH
SHIP-2026-08918,71,131.95,1.858,0.9,CRITICAL
SHIP-2026-08919,77,138.32,1.796,0.757,CRITICAL
SHIP-2026-08920,60,137.68,2.295,0.938,CRITICAL
SHIP-2026-08921,64,1345.2,21.019,0.934,CRITICAL
SHIP-2026-08922,80,926.18,11.577,0.854,CRITICAL
SHIP-2026-08923,112,973.75,8.694,0.764,CRITICAL
SHIP-2026-08924,31,879.85,28.382,0.872,CRITICAL
SHIP-2026-08925,90,60.75,0.675,0.433,MEDIUM
SHIP-2026-08926,80,340.17,4.252,0.925,CRITICAL
SHIP-2026-08927,33,1071.77,32.478,0.865,CRITICAL
SHIP-2026-08928,62,1204.4,19.426,0.903,CRITICAL
SHIP-2026-08929,67,352.17,5.256,0.83,CRITICAL
SHIP-2026-08930,35,1411.67,40.333,0.946,CRITICAL
SHIP-2026-08931,112,930.4,8.307,0.724,HIGH
SHIP-2026-08932,104,1443.37,13.879,0.814,CRITICAL
SHIP-2026-08933,76,1163.2,15.305,0.925,CRITICAL
SHIP-2026-08934,49,964.05,19.674,0.845,CRITICAL
SHIP-2026-08935,90,236.28,2.625,0.884,CRITICAL
SHIP-2026-08936,61,95.85,1.571,0.845,CRITICAL
SHIP-2026-08937,110,693.48,6.304,0.848,CRITICAL
SHIP-2026-08938,49,1064.63,21.727,0.815,CRITICAL
SHIP-2026-08939,115,149.75,1.302,0.871,CRITICAL
SHIP-2026-08940,25,470.42,18.817,0.89,CRITICAL
SHIP-2026-08941,75,1145.18,15.269,0.867,CRITICAL
SHIP-2026-08942,48,125.4,2.613,0.893,CRITICAL
SHIP-2026-08943,70,1286.17,18.374,0.862,CRITICAL
SHIP-2026-08944,44,852.45,19.374,0.77,CRITICAL
SHIP-2026-08945,103,529.12,5.137,0.99,CRITICAL
SHIP-2026-08946,28,459.93,16.426,0.818,CRITICAL
SHIP-2026-08947,71,735.88,10.365,0.79,CRITICAL
SHIP-2026-08948,58,1248.28,21.522,0.731,HIGH
SHIP-2026-08949,60,1144.43,19.074,0.928,CRITICAL
SHIP-2026-08950,43,1204.13,28.003,0.76,CRITICAL
SHIP-2026-08951,68,1254.12,18.443,0.804,CRITICAL
SHIP-2026-08952,77,1372.07,17.819,0.884,CRITICAL
SHIP-2026-08953,79,408.75,5.174,0.85,CRITICAL
SHIP-2026-08954,79,870.55,11.02,0.829,CRITICAL
SHIP-2026-08955,79,500.8,6.339,0.909,CRITICAL
SHIP-2026-08956,35,1446.22,41.321,0.956,CRITICAL
SHIP-2026-08957,90,867.98,9.644,0.946,CRITICAL
SHIP-2026-08958,57,1388.53,24.36,0.91,CRITICAL
SHIP-2026-08959,35,1063.9,30.397,0.808,CRITICAL
SHIP-2026-08960,77,618.02,8.026,0.949,CRITICAL
SHIP-2026-08961,40,759.23,18.981,0.825,CRITICAL
SHIP-2026-08962,47,559.22,11.898,0.939,CRITICAL
SHIP-2026-08963,46,1398.97,30.412,0.951,CRITICAL
SHIP-2026-08964,71,618.8,8.715,0.887,CRITICAL
SHIP-2026-08965,41,250.95,6.121,0.762,CRITICAL
SHIP-2026-08966,37,584.8,15.805,0.849,CRITICAL
SHIP-2026-08967,42,623.53,14.846,0.916,CRITICAL
SHIP-2026-08968,94,160.75,1.71,0.85,CRITICAL
SHIP-2026-08969,58,513.37,8.851,0.833,CRITICAL
SHIP-2026-08970,74,271.73,3.672,0.762,CRITICAL
SHIP-2026-08971,52,175.67,3.378,0.834,CRITICAL
SHIP-2026-08972,77,140.0,1.818,0.906,CRITICAL
SHIP-2026-08973,20,1113.77,55.688,0.82,CRITICAL
SHIP-2026-08974,79,1007.55,12.754,0.824,CRITICAL
SHIP-2026-08975,31,162.52,5.243,0.819,CRITICAL
SHIP-2026-08976,36,635.88,17.663,0.854,CRITICAL
SHIP-2026-08977,69,546.52,7.921,0.868,CRITICAL
SHIP-2026-08978,19,24.13,1.27,0.798,CRITICAL
SHIP-2026-08979,25,671.12,26.845,0.803,CRITICAL
SHIP-2026-08980,25,682.37,27.295,0.84,CRITICAL
SHIP-2026-08981,68,1053.63,15.495,0.91,CRITICAL
SHIP-2026-08982,96,605.85,6.311,0.99,CRITICAL
SHIP-2026-08983,96,1338.68,13.945,0.99,CRITICAL
SHIP-2026-08984,58,974.67,16.805,0.887,CRITICAL
SHIP-2026-08985,96,815.4,8.494,0.918,CRITICAL
SHIP-2026-08986,32,1022.7,31.959,0.905,CRITICAL
SHIP-2026-08987,57,379.22,6.653,0.874,CRITICAL
SHIP-2026-08988,32,1061.68,33.178,0.866,CRITICAL
SHIP-2026-08989,28,1104.42,39.444,0.74,HIGH
SHIP-2026-08990,63,1080.23,17.147,0.727,HIGH
SHIP-2026-08991,54,767.03,14.204,0.892,CRITICAL
SHIP-2026-08992,31,743.78,23.993,0.921,CRITICAL
SHIP-2026-08993,45,1288.37,28.63,0.932,CRITICAL
SHIP-2026-08994,72,946.3,13.143,0.798,CRITICAL
SHIP-2026-08995,74,805.52,10.885,0.909,CRITICAL
SHIP-2026-08996,54,1028.45,19.045,0.783,CRITICAL
SHIP-2026-08997,99,1145.23,11.568,0.805,CRITICAL
SHIP-2026-08998,62,1023.03,16.5,0.784,CRITICAL
SHIP-2026-08999,23,1163.23,50.575,0.84,CRITICAL
SHIP-2026-09000,96,556.5,5.797,0.935,CRITICAL
SHIP-2026-09001,27,289.63,10.727,0.759,CRITICAL
SHIP-2026-09002,63,1342.37,21.307,0.727,HIGH
SHIP-2026-09003,83,24.98,0.301,0.13,LOW
SHIP-2026-09004,119,112.6,0.946,0.62,HIGH
SHIP-2026-09005,87,1329.57,15.282,0.884,CRITICAL
SHIP-2026-09006,30,301.37,10.046,0.817,CRITICAL
SHIP-2026-09007,74,1312.05,17.73,0.725,HIGH
SHIP-2026-09008,22,1179.42,53.61,0.736,HIGH
SHIP-2026-09009,59,222.63,3.773,0.77,CRITICAL
SHIP-2026-09010,50,1033.47,20.669,0.863,CRITICAL
SHIP-2026-09011,83,397.25,4.786,0.783,CRITICAL
SHIP-2026-09012,65,1353.82,20.828,0.88,CRITICAL
SHIP-2026-09013,50,1100.97,22.019,0.78,CRITICAL
SHIP-2026-09014,51,45.18,0.886,0.513,HIGH
SHIP-2026-09015,32,292.83,9.151,0.882,CRITICAL
SHIP-2026-09016,60,563.12,9.385,0.869,CRITICAL
SHIP-2026-09017,110,906.6,8.242,0.93,CRITICAL
SHIP-2026-09018,43,378.72,8.807,0.802,CRITICAL
SHIP-2026-09019,108,872.58,8.079,0.857,CRITICAL
SHIP-2026-09020,56,1032.47,18.437,0.8,CRITICAL
SHIP-2026-09021,55,78.27,1.423,0.768,CRITICAL
SHIP-2026-09022,27,396.7,14.693,0.99,CRITICAL
SHIP-2026-09023,36,226.52,6.292,0.83,CRITICAL
SHIP-2026-09024,68,152.33,2.24,0.975,CRITICAL
SHIP-2026-09025,89,334.93,3.763,0.823,CRITICAL
SHIP-2026-09026,106,614.18,5.794,0.943,CRITICAL
SHIP-2026-09027,35,153.52,4.386,0.734,HIGH
SHIP-2026-09028,42,510.07,12.145,0.724,HIGH
